Age;AmtWeekdays;AmtWeekends;EthnicityID;Ethnicity;Gender;GrossIncome;Qualification;MaritalStatus;NationalityID;Nationality;Region;Smoke;Type
65;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
69;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;No;
61;NA;NA;7;White;Female;Unknown;A Levels;Married;2;English;Midlands & East Anglia;No;
63;NA;NA;7;White;Female;Refused;No Qualification;Married;2;English;Midlands & East Anglia;No;
16;NA;NA;7;White;Male;Refused;No Qualification;Single;1;British;Midlands & East Anglia;No;
61;NA;NA;7;White;Male;2600 to 5200;No Qualification;Divorced;2;English;Midlands & East Anglia;No;
18;NA;NA;7;White;Male;Under 2600;GCSE/O Level;Single;2;English;Midlands & East Anglia;No;
76;NA;NA;7;White;Male;5200 to 10400;No Qualification;Single;2;English;Midlands & East Anglia;No;
65;NA;NA;7;White;Male;5200 to 10400;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
52;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;No;
64;NA;NA;7;White;Male;10400 to 15600;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
42;NA;NA;7;White;Female;Under 2600;GCSE/CSE;Married;1;British;Midlands & East Anglia;No;
40;NA;NA;7;White;Male;Above 36400;Degree;Married;4;Other;London;No;
28;NA;NA;4;Mixed;Female;20800 to 28600;Other/Sub Degree;Married;2;English;London;No;
40;NA;NA;7;White;Male;Above 36400;Degree;Married;8;Welsh;London;No;
48;NA;NA;7;White;Male;28600 to 36400;GCSE/O Level;Married;1;British;London;No;
35;NA;NA;7;White;Male;20800 to 28600;Degree;Separated;4;Other;London;No;
30;3;3;2;Black;Female;5200 to 10400;Degree;Single;1;British;London;Yes;Packets
26;NA;NA;7;White;Female;5200 to 10400;Degree;Single;1;British;London;No;
81;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;London;No;
77;NA;NA;7;White;Male;10400 to 15600;A Levels;Divorced;2;English;London;No;
25;NA;NA;7;White;Female;15600 to 20800;Degree;Single;1;British;London;No;
66;NA;NA;1;Asian;Female;Under 2600;No Qualification;Married;1;British;London;No;
18;15;15;7;White;Male;5200 to 10400;A Levels;Single;1;British;London;Yes;Packets
43;NA;NA;2;Black;Male;15600 to 20800;GCSE/O Level;Married;1;British;London;No;
49;6;20;7;White;Male;5200 to 10400;Other/Sub Degree;Divorced;2;English;London;Yes;Both/Mainly Packets
29;NA;NA;7;White;Male;Above 36400;Degree;Married;2;English;London;No;
20;NA;NA;7;White;Female;5200 to 10400;No Qualification;Single;2;English;London;No;
75;25;25;7;White;Female;Under 2600;Other/Sub Degree;Widowed;2;English;London;Yes;Packets
40;NA;NA;3;Chinese;Male;20800 to 28600;No Qualification;Married;4;Other;London;No;
64;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Single;3;Irish;London;No;
66;NA;NA;3;Chinese;Male;Refused;Degree;Single;1;British;London;No;
34;NA;NA;7;White;Female;5200 to 10400;Degree;Single;1;British;London;No;
76;NA;NA;7;White;Female;28600 to 36400;Degree;Divorced;1;British;London;No;
30;0;1;7;White;Male;Above 36400;Degree;Married;2;English;London;Yes;Packets
55;NA;NA;4;Mixed;Male;Above 36400;Degree;Married;4;Other;London;No;
49;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Single;2;English;London;No;
38;NA;NA;3;Chinese;Male;10400 to 15600;Degree;Separated;2;English;London;No;
23;10;10;5;Refused;Male;Refused;A Levels;Single;4;Other;London;Yes;Packets
77;NA;NA;7;White;Male;15600 to 20800;Degree;Married;8;Welsh;London;No;
46;8;8;7;White;Male;10400 to 15600;Degree;Single;4;Other;London;Yes;Hand-Rolled
26;NA;NA;7;White;Female;Under 2600;Higher/Sub Degree;Separated;1;British;London;No;
26;8;10;7;White;Female;28600 to 36400;Degree;Single;4;Other;London;Yes;Packets
45;2;7;7;White;Male;Above 36400;Degree;Single;3;Irish;London;Yes;Packets
45;NA;NA;2;Black;Female;2600 to 5200;No Qualification;Single;4;Other;London;No;
61;NA;NA;7;White;Female;Refused;No Qualification;Married;2;English;London;No;
47;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;London;No;
75;10;10;7;White;Female;10400 to 15600;Other/Sub Degree;Widowed;2;English;London;Yes;Packets
36;20;30;7;White;Female;2600 to 5200;No Qualification;Divorced;2;English;London;Yes;Packets
26;NA;NA;3;Chinese;Male;2600 to 5200;Degree;Single;1;British;London;No;
71;25;25;7;White;Male;2600 to 5200;No Qualification;Widowed;2;English;London;Yes;Packets
69;10;10;7;White;Male;5200 to 10400;No Qualification;Married;1;British;London;Yes;Hand-Rolled
38;6;10;7;White;Male;28600 to 36400;A Levels;Single;3;Irish;London;Yes;Hand-Rolled
21;NA;NA;2;Black;Female;Refused;GCSE/O Level;Single;1;British;London;No;
26;NA;NA;3;Chinese;Male;10400 to 15600;No Qualification;Single;1;British;London;No;
83;NA;NA;7;White;Female;Unknown;No Qualification;Widowed;2;English;London;No;
56;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;4;Other;London;No;
34;20;20;7;White;Male;Above 36400;Degree;Single;2;English;London;Yes;Packets
66;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;London;No;
32;3;3;7;White;Female;5200 to 10400;GCSE/O Level;Single;2;English;London;Yes;Hand-Rolled
77;NA;NA;7;White;Female;5200 to 10400;No Qualification;Single;2;English;London;No;
70;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;London;No;
24;10;10;7;White;Male;Under 2600;GCSE/O Level;Single;2;English;London;Yes;Both/Mainly Packets
81;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;1;British;London;No;
37;NA;NA;7;White;Male;2600 to 5200;Other/Sub Degree;Separated;4;Other;London;No;
90;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;2;English;London;No;
29;0;6;2;Black;Female;5200 to 10400;GCSE/O Level;Single;4;Other;London;Yes;Hand-Rolled
24;NA;NA;7;White;Female;5200 to 10400;A Levels;Single;4;Other;London;No;
81;NA;NA;7;White;Male;2600 to 5200;No Qualification;Widowed;2;English;London;No;
38;NA;NA;2;Black;Female;5200 to 10400;ONC/BTEC;Separated;4;Other;London;No;
22;7;0;7;White;Male;20800 to 28600;GCSE/O Level;Single;3;Irish;London;Yes;Packets
31;NA;NA;1;Asian;Male;5200 to 10400;GCSE/CSE;Married;1;British;London;No;
77;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;4;Other;London;No;
61;4;5;7;White;Female;10400 to 15600;No Qualification;Divorced;4;Other;London;Yes;Packets
54;NA;NA;7;White;Male;2600 to 5200;No Qualification;Single;2;English;London;No;
72;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;1;British;London;No;
66;30;30;7;White;Male;5200 to 10400;No Qualification;Single;1;British;London;Yes;Packets
47;NA;NA;7;White;Male;20800 to 28600;ONC/BTEC;Single;1;British;London;No;
76;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;London;No;
41;NA;NA;7;White;Male;20800 to 28600;A Levels;Married;2;English;London;No;
80;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;London;No;
63;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;London;No;
29;NA;NA;7;White;Male;15600 to 20800;No Qualification;Married;2;English;London;No;
40;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Single;4;Other;London;No;
54;NA;NA;7;White;Female;10400 to 15600;No Qualification;Married;2;English;London;No;
66;55;5;1;Asian;Male;10400 to 15600;Degree;Married;1;British;London;Yes;Packets
69;NA;NA;1;Asian;Male;10400 to 15600;Other/Sub Degree;Married;4;Other;London;No;
51;NA;NA;7;White;Male;15600 to 20800;No Qualification;Married;1;British;London;No;
70;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;London;No;
36;1;10;7;White;Female;2600 to 5200;GCSE/O Level;Married;1;British;London;Yes;Packets
73;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;London;No;
72;NA;NA;7;White;Male;2600 to 5200;Other/Sub Degree;Married;1;British;London;No;
18;NA;NA;7;White;Female;Under 2600;GCSE/O Level;Single;2;English;London;No;
57;NA;NA;7;White;Female;Under 2600;Other/Sub Degree;Married;1;British;London;No;
21;NA;NA;7;White;Male;Refused;A Levels;Single;1;British;London;No;
64;NA;NA;1;Asian;Male;5200 to 10400;Degree;Married;1;British;London;No;
39;NA;NA;7;White;Female;20800 to 28600;GCSE/CSE;Married;2;English;London;No;
37;NA;NA;7;White;Female;5200 to 10400;GCSE/CSE;Divorced;1;British;London;No;
36;1;5;7;White;Female;Under 2600;GCSE/CSE;Married;1;British;London;Yes;Packets
37;NA;NA;7;White;Female;10400 to 15600;Degree;Married;2;English;London;No;
79;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;2;English;London;No;
49;NA;NA;7;White;Female;5200 to 10400;GCSE/CSE;Married;2;English;London;No;
30;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;London;No;
27;NA;NA;7;White;Female;20800 to 28600;Degree;Single;8;Welsh;London;No;
16;NA;NA;7;White;Male;Under 2600;GCSE/O Level;Single;2;English;London;No;
40;NA;NA;7;White;Male;Above 36400;GCSE/O Level;Married;2;English;London;No;
45;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Separated;2;English;London;No;
78;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Widowed;2;English;London;No;
59;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Married;2;English;London;No;
93;3;0;7;White;Female;5200 to 10400;Other/Sub Degree;Widowed;2;English;London;Yes;Packets
33;NA;NA;7;White;Female;10400 to 15600;A Levels;Married;2;English;London;No;
57;NA;NA;7;White;Female;15600 to 20800;No Qualification;Divorced;1;British;London;No;
53;4;4;7;White;Female;2600 to 5200;No Qualification;Single;2;English;London;Yes;Packets
54;NA;NA;7;White;Female;2600 to 5200;Higher/Sub Degree;Divorced;2;English;London;No;
33;NA;NA;7;White;Female;Above 36400;A Levels;Married;3;Irish;London;No;
52;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Single;3;Irish;London;No;
31;NA;NA;7;White;Male;10400 to 15600;Higher/Sub Degree;Single;2;English;London;No;
54;NA;NA;7;White;Female;28600 to 36400;Degree;Married;1;British;London;No;
41;10;10;7;White;Female;20800 to 28600;Higher/Sub Degree;Married;1;British;London;Yes;Packets
23;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Single;2;English;London;No;
81;NA;NA;7;White;Female;Under 2600;GCSE/CSE;Widowed;1;British;London;No;
17;NA;NA;7;White;Female;Refused;A Levels;Single;1;British;London;No;
73;NA;NA;7;White;Male;Above 36400;No Qualification;Married;1;British;London;No;
62;NA;NA;7;White;Male;20800 to 28600;No Qualification;Married;2;English;London;No;
73;16;16;7;White;Female;10400 to 15600;Degree;Married;6;Scottish;London;Yes;Packets
22;15;15;7;White;Male;20800 to 28600;ONC/BTEC;Single;2;English;London;Yes;Both/Mainly Packets
18;NA;NA;7;White;Female;Under 2600;A Levels;Single;2;English;London;No;
86;7;7;7;White;Female;10400 to 15600;GCSE/O Level;Widowed;3;Irish;London;Yes;Packets
54;20;20;7;White;Female;20800 to 28600;Degree;Married;1;British;London;Yes;Packets
55;NA;NA;7;White;Female;20800 to 28600;Degree;Married;1;British;London;No;
22;15;15;4;Mixed;Female;20800 to 28600;Degree;Single;2;English;London;Yes;Packets
30;NA;NA;1;Asian;Female;5200 to 10400;ONC/BTEC;Married;1;British;London;No;
25;NA;NA;2;Black;Female;2600 to 5200;Degree;Single;4;Other;London;No;
54;10;15;3;Chinese;Female;Under 2600;Other/Sub Degree;Divorced;1;British;London;Yes;Packets
36;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Single;2;English;London;No;
40;NA;NA;7;White;Female;Under 2600;Other/Sub Degree;Married;4;Other;London;No;
51;2;10;7;White;Female;2600 to 5200;GCSE/O Level;Divorced;1;British;London;Yes;Packets
44;NA;NA;7;White;Male;10400 to 15600;Degree;Married;1;British;London;No;
26;0;5;7;White;Female;Under 2600;Degree;Single;4;Other;London;Yes;Packets
73;NA;NA;7;White;Male;5200 to 10400;ONC/BTEC;Married;2;English;London;No;
36;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Married;2;English;London;No;
69;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;3;Irish;London;No;
41;NA;NA;7;White;Female;10400 to 15600;Degree;Married;1;British;London;No;
40;NA;NA;7;White;Male;Above 36400;Degree;Married;4;Other;London;No;
82;3;3;7;White;Male;2600 to 5200;Other/Sub Degree;Married;4;Other;London;Yes;Packets
27;NA;NA;7;White;Male;15600 to 20800;Degree;Single;1;British;London;No;
35;NA;NA;7;White;Female;20800 to 28600;Degree;Single;2;English;London;No;
35;NA;NA;7;White;Male;Above 36400;Degree;Married;2;English;London;No;
33;NA;NA;7;White;Male;28600 to 36400;Other/Sub Degree;Married;4;Other;London;No;
41;20;20;7;White;Female;2600 to 5200;No Qualification;Divorced;1;British;London;Yes;Packets
26;NA;NA;2;Black;Female;5200 to 10400;Other/Sub Degree;Separated;1;British;London;No;
55;NA;NA;7;White;Female;Refused;No Qualification;Married;2;English;London;No;
18;NA;NA;2;Black;Male;Under 2600;GCSE/O Level;Single;4;Other;London;No;
68;NA;NA;2;Black;Female;5200 to 10400;GCSE/O Level;Married;1;British;London;No;
43;NA;NA;2;Black;Female;10400 to 15600;GCSE/O Level;Single;4;Other;London;No;
58;NA;NA;4;Mixed;Male;20800 to 28600;No Qualification;Married;2;English;London;No;
39;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;1;British;London;No;
54;NA;NA;7;White;Female;2600 to 5200;No Qualification;Separated;2;English;London;No;
62;NA;NA;7;White;Female;28600 to 36400;No Qualification;Married;1;British;London;No;
40;0;2;7;White;Female;10400 to 15600;A Levels;Married;2;English;London;Yes;Both/Mainly Packets
59;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Single;2;English;London;No;
57;NA;NA;7;White;Female;20800 to 28600;GCSE/O Level;Divorced;1;British;London;No;
42;10;25;2;Black;Female;5200 to 10400;GCSE/O Level;Single;4;Other;London;Yes;Packets
48;25;25;7;White;Female;20800 to 28600;GCSE/O Level;Separated;6;Scottish;London;Yes;Packets
45;10;15;2;Black;Female;20800 to 28600;GCSE/O Level;Divorced;1;British;London;Yes;Packets
24;NA;NA;7;White;Female;2600 to 5200;GCSE/CSE;Single;1;British;London;No;
66;NA;NA;2;Black;Female;10400 to 15600;GCSE/CSE;Widowed;1;British;London;No;
63;20;20;7;White;Male;10400 to 15600;Higher/Sub Degree;Single;2;English;London;Yes;Packets
28;NA;NA;5;Refused;Male;Refused;GCSE/O Level;Single;5;Refused;London;No;
59;NA;NA;7;White;Male;20800 to 28600;No Qualification;Divorced;2;English;London;No;
50;NA;NA;2;Black;Male;20800 to 28600;Higher/Sub Degree;Married;4;Other;London;No;
41;NA;NA;7;White;Female;10400 to 15600;GCSE/CSE;Separated;2;English;London;No;
76;NA;NA;7;White;Female;5200 to 10400;No Qualification;Single;1;British;London;No;
24;20;15;7;White;Male;15600 to 20800;ONC/BTEC;Single;1;British;London;Yes;Packets
25;2;5;3;Chinese;Female;20800 to 28600;Other/Sub Degree;Single;1;British;London;Yes;Packets
33;NA;NA;3;Chinese;Female;5200 to 10400;Degree;Widowed;4;Other;London;No;
31;NA;NA;2;Black;Male;28600 to 36400;ONC/BTEC;Single;4;Other;London;No;
33;8;10;2;Black;Female;5200 to 10400;Degree;Single;1;British;London;Yes;Packets
37;NA;NA;7;White;Female;5200 to 10400;No Qualification;Single;4;Other;London;No;
81;NA;NA;2;Black;Male;5200 to 10400;No Qualification;Divorced;1;British;London;No;
36;NA;NA;2;Black;Female;20800 to 28600;No Qualification;Single;4;Other;London;No;
64;7;15;7;White;Female;10400 to 15600;No Qualification;Married;1;British;London;Yes;Hand-Rolled
51;NA;NA;1;Asian;Male;5200 to 10400;Other/Sub Degree;Married;1;British;London;No;
19;NA;NA;4;Mixed;Female;10400 to 15600;A Levels;Single;1;British;London;No;
18;NA;NA;2;Black;Female;Refused;A Levels;Single;1;British;London;No;
31;5;10;7;White;Male;Above 36400;Degree;Married;2;English;London;Yes;Both/Mainly Packets
24;NA;NA;7;White;Female;5200 to 10400;ONC/BTEC;Single;2;English;London;No;
18;10;20;3;Chinese;Male;Under 2600;No Qualification;Single;4;Other;London;Yes;Packets
22;NA;NA;1;Asian;Male;2600 to 5200;Degree;Single;4;Other;London;No;
26;NA;NA;2;Black;Female;10400 to 15600;Other/Sub Degree;Single;4;Other;London;No;
33;NA;NA;2;Black;Female;2600 to 5200;Degree;Single;1;British;London;No;
17;10;20;1;Asian;Male;Under 2600;GCSE/CSE;Single;1;British;London;Yes;Packets
37;10;20;2;Black;Male;10400 to 15600;ONC/BTEC;Single;1;British;London;Yes;Packets
60;NA;NA;3;Chinese;Male;2600 to 5200;No Qualification;Married;1;British;London;No;
80;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;1;British;South East;No;
68;7;7;7;White;Male;10400 to 15600;ONC/BTEC;Married;1;British;South East;Yes;Packets
65;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;South East;No;
42;NA;NA;3;Chinese;Male;10400 to 15600;No Qualification;Married;1;British;South East;No;
48;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Married;1;British;South East;No;
46;NA;NA;7;White;Male;Above 36400;A Levels;Married;6;Scottish;South East;No;
44;NA;NA;7;White;Male;28600 to 36400;ONC/BTEC;Married;2;English;South East;No;
29;5;10;7;White;Female;10400 to 15600;A Levels;Married;2;English;South East;Yes;Packets
38;NA;NA;7;White;Male;15600 to 20800;Higher/Sub Degree;Married;2;English;South East;No;
52;NA;NA;7;White;Female;Refused;No Qualification;Married;3;Irish;South East;No;
48;NA;NA;7;White;Male;Above 36400;Degree;Divorced;2;English;South East;No;
65;NA;NA;7;White;Male;10400 to 15600;GCSE/CSE;Married;1;British;South East;No;
27;NA;NA;7;White;Male;10400 to 15600;Degree;Single;2;English;South East;No;
37;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Married;2;English;South East;No;
42;NA;NA;7;White;Female;Under 2600;GCSE/O Level;Married;1;British;South East;No;
53;NA;NA;7;White;Male;5200 to 10400;No Qualification;Single;1;British;South East;No;
66;20;20;7;White;Female;Refused;No Qualification;Widowed;2;English;South East;Yes;Packets
20;NA;NA;7;White;Female;15600 to 20800;ONC/BTEC;Single;2;English;South East;No;
62;NA;NA;5;Refused;Female;Refused;No Qualification;Married;5;Refused;South East;No;
18;NA;NA;7;White;Male;2600 to 5200;Other/Sub Degree;Single;2;English;South East;No;
69;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;South East;No;
63;1;2;7;White;Male;Above 36400;ONC/BTEC;Divorced;2;English;South East;Yes;Packets
41;NA;NA;3;Chinese;Male;28600 to 36400;Degree;Married;1;British;South East;No;
74;NA;NA;7;White;Male;Above 36400;Higher/Sub Degree;Married;2;English;South East;No;
20;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Single;4;Other;South East;No;
18;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Single;1;British;South East;No;
28;10;10;2;Black;Male;5200 to 10400;GCSE/O Level;Single;2;English;South East;Yes;Hand-Rolled
49;NA;NA;3;Chinese;Male;Above 36400;Degree;Married;1;British;South East;No;
64;NA;NA;7;White;Male;5200 to 10400;Higher/Sub Degree;Married;1;British;South East;No;
69;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Widowed;2;English;South East;No;
33;NA;NA;7;White;Female;5200 to 10400;No Qualification;Separated;1;British;South East;No;
22;7;15;7;White;Female;10400 to 15600;GCSE/CSE;Single;2;English;South East;Yes;Packets
63;NA;NA;7;White;Female;10400 to 15600;No Qualification;Married;2;English;South East;No;
93;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;8;Welsh;South East;No;
65;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;South East;No;
33;10;20;7;White;Female;10400 to 15600;GCSE/O Level;Married;1;British;South East;Yes;Packets
38;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;1;British;South East;No;
29;10;10;7;White;Female;Under 2600;GCSE/O Level;Single;2;English;South East;Yes;Packets
59;NA;NA;7;White;Male;Above 36400;A Levels;Married;1;British;South East;No;
37;NA;NA;4;Mixed;Male;Above 36400;Degree;Single;2;English;South East;No;
51;20;20;7;White;Male;20800 to 28600;No Qualification;Single;1;British;South East;Yes;Packets
33;NA;NA;7;White;Female;Refused;GCSE/O Level;Married;2;English;South East;No;
80;NA;NA;7;White;Female;2600 to 5200;Higher/Sub Degree;Single;2;English;South East;No;
49;NA;NA;7;White;Male;15600 to 20800;A Levels;Married;2;English;South East;No;
38;NA;NA;7;White;Female;20800 to 28600;Degree;Married;2;English;South East;No;
45;20;10;7;White;Male;Above 36400;GCSE/O Level;Single;2;English;South East;Yes;Packets
58;NA;NA;7;White;Female;20800 to 28600;Higher/Sub Degree;Married;6;Scottish;South East;No;
63;NA;NA;7;White;Female;2600 to 5200;Degree;Married;2;English;South East;No;
69;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Married;2;English;South East;No;
86;NA;NA;7;White;Male;20800 to 28600;Other/Sub Degree;Widowed;1;British;South East;No;
66;NA;NA;7;White;Female;20800 to 28600;Higher/Sub Degree;Widowed;2;English;South East;No;
61;NA;NA;6;Unknown;Male;5200 to 10400;No Qualification;Married;1;British;South East;No;
62;NA;NA;7;White;Female;15600 to 20800;Higher/Sub Degree;Separated;2;English;South East;No;
89;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;1;British;South East;No;
72;NA;NA;7;White;Female;20800 to 28600;Degree;Widowed;1;British;South East;No;
64;NA;NA;7;White;Male;Above 36400;Other/Sub Degree;Married;1;British;South East;No;
58;NA;NA;7;White;Female;28600 to 36400;A Levels;Married;2;English;South East;No;
80;NA;NA;7;White;Female;10400 to 15600;No Qualification;Widowed;2;English;South East;No;
61;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Married;2;English;South East;No;
34;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Married;3;Irish;South East;No;
36;3;5;7;White;Female;Under 2600;GCSE/O Level;Married;1;British;South East;Yes;Packets
34;10;20;7;White;Female;10400 to 15600;GCSE/O Level;Divorced;1;British;South East;Yes;Packets
40;NA;NA;7;White;Female;Above 36400;A Levels;Single;2;English;South East;No;
53;NA;NA;7;White;Male;20800 to 28600;No Qualification;Single;2;English;South East;No;
31;NA;NA;7;White;Female;20800 to 28600;Degree;Single;2;English;South East;No;
86;NA;NA;7;White;Female;2600 to 5200;No Qualification;Separated;2;English;South East;No;
46;20;20;7;White;Female;5200 to 10400;No Qualification;Married;2;English;South East;Yes;Packets
34;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Single;6;Scottish;South East;No;
44;NA;NA;7;White;Female;28600 to 36400;Degree;Single;2;English;South East;No;
69;NA;NA;7;White;Female;5200 to 10400;A Levels;Widowed;2;English;South East;No;
56;NA;NA;7;White;Female;15600 to 20800;No Qualification;Widowed;1;British;South East;No;
79;NA;NA;7;White;Male;2600 to 5200;No Qualification;Single;2;English;South East;No;
41;15;30;7;White;Female;5200 to 10400;GCSE/CSE;Separated;2;English;South East;Yes;Packets
34;15;30;7;White;Male;Above 36400;ONC/BTEC;Divorced;2;English;South East;Yes;Packets
47;40;40;7;White;Male;2600 to 5200;GCSE/CSE;Single;2;English;South East;Yes;Packets
46;NA;NA;7;White;Male;15600 to 20800;No Qualification;Married;1;British;South East;No;
30;NA;NA;7;White;Female;10400 to 15600;No Qualification;Single;2;English;South East;No;
19;NA;NA;7;White;Female;5200 to 10400;A Levels;Single;2;English;South East;No;
45;NA;NA;7;White;Male;28600 to 36400;Degree;Married;8;Welsh;South East;No;
24;NA;NA;7;White;Female;10400 to 15600;Higher/Sub Degree;Single;4;Other;South East;No;
42;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Married;2;English;South East;No;
32;NA;NA;7;White;Male;15600 to 20800;Other/Sub Degree;Married;2;English;South East;No;
32;20;20;7;White;Male;10400 to 15600;GCSE/CSE;Single;2;English;South East;Yes;Packets
28;5;5;7;White;Female;Under 2600;A Levels;Single;1;British;South East;Yes;Packets
78;NA;NA;7;White;Female;10400 to 15600;No Qualification;Widowed;1;British;South East;No;
42;20;20;7;White;Male;15600 to 20800;GCSE/O Level;Divorced;2;English;South East;Yes;Hand-Rolled
27;NA;NA;7;White;Female;28600 to 36400;Degree;Married;2;English;South East;No;
57;NA;NA;7;White;Female;Refused;Other/Sub Degree;Married;2;English;South East;No;
24;NA;NA;5;Refused;Female;Refused;Degree;Single;5;Refused;South East;No;
71;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Married;2;English;South East;No;
51;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Married;2;English;South East;No;
66;NA;NA;7;White;Male;10400 to 15600;No Qualification;Widowed;2;English;South East;No;
73;NA;NA;7;White;Female;2600 to 5200;No Qualification;Separated;1;British;South East;No;
18;10;10;5;Refused;Male;Refused;No Qualification;Single;5;Refused;South East;Yes;Packets
50;5;10;7;White;Male;20800 to 28600;A Levels;Divorced;2;English;South East;Yes;Packets
79;5;5;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;South East;Yes;Packets
22;5;10;7;White;Female;Under 2600;GCSE/O Level;Single;2;English;South East;Yes;Packets
45;NA;NA;7;White;Male;10400 to 15600;No Qualification;Divorced;2;English;South East;No;
53;NA;NA;7;White;Female;Refused;No Qualification;Married;2;English;South East;No;
77;15;15;7;White;Male;2600 to 5200;No Qualification;Married;2;English;South East;Yes;Packets
64;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;South East;No;
39;NA;NA;7;White;Male;Under 2600;A Levels;Married;1;British;South East;No;
54;20;10;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;South East;Yes;Both/Mainly Packets
17;NA;NA;7;White;Male;Refused;GCSE/CSE;Single;2;English;South East;No;
78;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;South East;No;
50;6;12;7;White;Male;20800 to 28600;Degree;Single;1;British;South East;Yes;Packets
41;NA;NA;7;White;Male;Above 36400;Higher/Sub Degree;Married;2;English;South East;No;
48;20;40;4;Mixed;Female;2600 to 5200;No Qualification;Divorced;3;Irish;South East;Yes;Packets
25;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Married;2;English;South East;No;
18;NA;NA;7;White;Male;2600 to 5200;ONC/BTEC;Married;1;British;South East;No;
58;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Married;2;English;South East;No;
79;NA;NA;7;White;Female;20800 to 28600;Higher/Sub Degree;Widowed;2;English;South East;No;
62;10;10;7;White;Male;2600 to 5200;No Qualification;Married;2;English;South East;Yes;Hand-Rolled
36;NA;NA;7;White;Female;Under 2600;GCSE/CSE;Married;1;British;South East;No;
38;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;2;English;South East;No;
19;NA;NA;7;White;Male;10400 to 15600;Other/Sub Degree;Single;1;British;South East;No;
45;NA;NA;7;White;Female;5200 to 10400;No Qualification;Separated;2;English;South East;No;
54;NA;NA;7;White;Male;Above 36400;Degree;Married;2;English;South East;No;
69;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Widowed;6;Scottish;South East;No;
